Trn# (Internal);OR_DEAL_NO;GID_ORG;TT deal number reference;Trn.Date;Date: Period value date;Counterpart;Instrument;Buy / Sell Flag (B/S);Nominal currency;Nominal amount;Price in display format;XSW Leg2 Price;Original Deal Contract Rate;Status (LIVE/MKT_OP/DEAD);AGENT;PURPOSE;Trader;CONTACT;Original Typology;Val status;NOS_ACC Credit;NOS_ACC Debit;SETL_MOD Credit;SETL_MOD Debit;
8832732;8686155;2896321;0;09/05/2016;09/05/2016;C_5055;USD/THB;B;USD;29057;35.8768;35.93;35.93;LIVE;FRC;IW;VAI09054;oraphin;PROFWD;CONF;;;CORP;CORP;
8832514;8784894;2997458;0;09/05/2016;09/05/2016;C_3214;USD/THB;B;USD;36337.52;35.325;35.4;35.4;LIVE;FRC;IW;VAI09054;chutima;PROFWD;CONF;;;CORP;CORP;
8832544;8806832;3019934;0;09/05/2016;09/05/2016;C_3214;USD/THB;B;USD;15350.18;35.0569;35.14;35.14;LIVE;FRC;IW;VAI09054;chutima;PROFWD;CONF;;;CORP;CORP;
8832560;8806832;3019934;0;09/05/2016;09/05/2016;C_3214;USD/THB;B;USD;91325;35.0569;35.14;35.14;LIVE;HYT;TT;VAI09054;chutima;PROFWD;CONF;;;CORP;CORP;
8832594;8754024;2965905;0;09/05/2016;09/05/2016;C_1690;USD/THB;B;USD;10555;34.8313;34.91;34.91;LIVE;FRC;IW;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8832613;8754024;2965905;0;09/05/2016;09/05/2016;C_1690;USD/THB;B;USD;34822;34.8313;34.91;34.91;LIVE;FRC;IW;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8832628;8761976;2974056;0;09/05/2016;09/05/2016;C_1690;USD/THB;B;USD;53953;34.8361;34.91;34.91;LIVE;FRC;IW;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8832647;8761976;2974056;0;09/05/2016;09/05/2016;C_1690;USD/THB;B;USD;194935;34.8361;34.91;34.91;LIVE;FRC;IW;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8832663;8761976;2974056;0;09/05/2016;09/05/2016;C_1690;USD/THB;B;USD;13589;34.8361;34.91;34.91;LIVE;FRC;IW;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8832705;8632354;2840702;0;09/05/2016;09/05/2016;C_1098;USD/THB;B;USD;1007232.34;36.105549;36.14;36.14;LIVE;FRC;IW;VAI09054;oraphin;PROFWD;CONF;;;CORP;CORP;
8832238;8684655;2894771;0;09/05/2016;09/05/2016;C_5055;USD/THB;B;USD;29064;35.7274;35.78;35.78;LIVE;FRC;IW;CJT08153;oraphin;PROFWD;CONF;;;CORP;CORP;
8832252;8686578;2896750;0;09/05/2016;09/05/2016;C_5055;USD/THB;B;USD;24418.29;35.8868;35.94;35.94;LIVE;FRC;IW;CJT08153;oraphin;PROFWD;CONF;;;CORP;CORP;
8832257;8773511;2985831;0;09/05/2016;09/05/2016;C_3391;USD/THB;B;USD;1198.25;35.417;35.48;35.48;LIVE;FRC;IW;CJT08153;wanna;PROFWD;CONF;;;CORP;CORP;
8832265;8684655;2894771;0;09/05/2016;09/05/2016;C_5055;USD/THB;B;USD;1346.21;35.7274;35.78;35.78;LIVE;FRC;IW;CJT08153;oraphin;PROFWD;CONF;;;CORP;CORP;
8831746;8665157;2874560;0;09/05/2016;09/05/2016;C_3522;USD/THB;S;USD;72582.74;36.23;36.29;36.29;LIVE;FRC;OW;CJT08153;uruchana;PROFWD;CONF;;;CORP;CORP;
8831683;8666313;2875748;0;09/05/2016;09/05/2016;C_3522;USD/THB;S;USD;136395.46;36.18;36.24;36.24;LIVE;FRC;OW;CJT08153;uruchana;PROFWD;CONF;;;CORP;CORP;
8830639;8793683;3006419;0;09/05/2016;09/05/2016;C_4982;USD/THB;S;USD;166000;35.107;35.157;35.157;LIVE;SIL;LC;NJK30319;nok;ADJFWD;CONF;;;CORP;CORP;
8830663;8684511;2894623;0;09/05/2016;09/05/2016;C_377;JPY/THB;S;JPY;178206000;0.29718;0.29828;0.29828;LIVE;SIL;LC;NJK30319;nok;ADJFWD;CONF;;;CORP;CORP;
8830670;8718212;2929208;0;09/05/2016;09/05/2016;C_14024;EUR/THB;S;EUR;55640;39.527;39.745;39.745;LIVE;SIL;LC;NJK30319;nok;ADJFWD;CONF;;;CORP;CORP;
8831124;8660108;2869363;0;09/05/2016;09/05/2016;C_5942;USD/THB;S;USD;162310;36.3904;36.4495;36.4495;LIVE;SIL;TR;VAI09054;thanaporn;PROFWD;CONF;;;CORP;CORP;
8831126;8790242;3002909;0;09/05/2016;09/05/2016;C_750;USD/THB;S;USD;68487.52;35.187;35.285;35.285;LIVE;SIL;TR;VAI09054;thanaporn;PROFWD;CONF;;;CORP;CORP;
8831131;8795460;3008259;0;09/05/2016;09/05/2016;C_750;USD/THB;S;USD;25605;35.0526;35.155;35.155;LIVE;SIL;TR;VAI09054;thanaporn;PROFWD;CONF;;;CORP;CORP;
8831135;8793407;3006140;0;09/05/2016;09/05/2016;C_23;USD/THB;S;USD;209.13;35.1632;35.265;35.265;LIVE;FRC;OW;VAI09054;yupa;PROFWD;CONF;;;CORP;CORP;
8831148;8793407;3006140;0;09/05/2016;09/05/2016;C_23;USD/THB;S;USD;4170.43;35.1632;35.265;35.265;LIVE;FRC;OW;VAI09054;yupa;PROFWD;CONF;;;CORP;CORP;
8830255;8721333;2932400;0;09/05/2016;09/05/2016;C_102;USD/THB;S;USD;38451.28;35.7312;35.8225;35.8225;LIVE;PHY;TR;VAI09054;kitima;PROFWD;CONF;;;CORP;CORP;
8830263;8514542;2719433;0;09/05/2016;09/05/2016;C_2932;USD/THB;S;USD;297478;35.6219;35.8;35.8;LIVE;FRC;OW;VAI09054;thanaporn;PROFWD;CONF;;;CORP;CORP;
8831794;8666313;2875748;0;09/05/2016;09/05/2016;C_3522;USD/THB;S;USD;12000;36.18;36.24;36.24;LIVE;FRC;OW;VAI09054;uruchana;PROFWD;CONF;;;CORP;CORP;
8832416;8744498;2956093;0;09/05/2016;09/05/2016;C_167;USD/THB;S;USD;39780;35.1918;35.29;35.29;LIVE;PHY;TR;CJT08153;kitima;PROFWD;CONF;;;CORP;CORP;
8832434;8566829;2773405;0;09/05/2016;09/05/2016;C_112;USD/THB;S;USD;2500;36.2218;36.235;36.235;LIVE;FRC;OW;CJT08153;kitima;PROFWD;CONF;;;CORP;CORP;
8832445;8666321;2875756;0;09/05/2016;09/05/2016;C_112;USD/THB;S;USD;30000;36.2114;36.2725;36.2725;LIVE;FRC;OW;CJT08153;kitima;PROFWD;CONF;;;CORP;CORP;
8832449;8751318;2963098;0;09/05/2016;09/05/2016;C_112;USD/THB;S;USD;34792;35.1401;35.2425;35.2425;LIVE;FRC;OW;CJT08153;kitima;PROFWD;CONF;;;CORP;CORP;
8830315;8803022;3016023;0;09/05/2016;09/05/2016;C_676;USD/THB;S;USD;113730.56;34.9528;35.07;35.07;LIVE;SIL;LC;CJT08153;thanaporn;PROFWD;CONF;;;CORP;CORP;
8832459;8566829;2773405;0;09/05/2016;09/05/2016;C_112;USD/THB;S;USD;9960.66;36.2218;36.235;36.235;LIVE;FRC;OW;CJT08153;kitima;PROFWD;CONF;;;CORP;CORP;
8832469;8569106;2775749;0;09/05/2016;09/05/2016;C_112;USD/THB;S;USD;5000;36.1818;36.195;36.195;LIVE;FRC;OW;CJT08153;kitima;PROFWD;CONF;;;CORP;CORP;
8832476;8824390;3037931;0;09/05/2016;09/05/2016;C_112;USD/THB;S;USD;47642.64;34.9034;35.025;35.025;LIVE;FRC;OW;CJT08153;kitima;PROFWD;CONF;;;CORP;CORP;
8830808;8696122;2906574;0;09/05/2016;09/05/2016;C_12461;USD/THB;S;USD;92965.66;35.4918;35.495;35.495;LIVE;PHY;BC;VAI09054;kitima;PROFWD;CONF;;;CORP;CORP;
8830816;8696122;2906574;0;09/05/2016;09/05/2016;C_12461;USD/THB;S;USD;69409.43;35.4918;35.495;35.495;LIVE;PHY;BC;VAI09054;kitima;PROFWD;CONF;;;CORP;CORP;
8830823;8696122;2906574;0;09/05/2016;09/05/2016;C_12461;USD/THB;S;USD;199035.59;35.4918;35.495;35.495;LIVE;PHY;BC;VAI09054;kitima;PROFWD;CONF;;;CORP;CORP;
8830834;8696122;2906574;0;09/05/2016;09/05/2016;C_12461;USD/THB;S;USD;203231.6;35.4918;35.495;35.495;LIVE;PHY;BC;VAI09054;kitima;PROFWD;CONF;;;CORP;CORP;
8830844;8789262;3001907;0;09/05/2016;09/05/2016;C_3472;USD/THB;S;USD;6094.5;35.2589;35.295;35.295;LIVE;FRC;OW;VAI09054;uruchana;PROFWD;CONF;;;CORP;CORP;
8830873;8791548;3004237;0;09/05/2016;09/05/2016;C_3472;SGD/THB;S;SGD;212293.6;26.1518;26.18;26.18;LIVE;FRC;OW;VAI09054;uruchana;PROFWD;CONF;;;CORP;CORP;
8830905;8577791;2784669;0;09/05/2016;09/05/2016;C_5137;USD/THB;S;USD;119880;35.8329;35.8475;35.8475;LIVE;TBC;TR;VAI09054;yupa;PROFWD;CONF;;;CORP;CORP;
8830899;8791340;3004025;0;09/05/2016;09/05/2016;C_3472;USD/THB;S;USD;6405.8;35.2183;35.255;35.255;LIVE;FRC;OW;VAI09054;uruchana;PROFWD;CONF;;;CORP;CORP;
8830907;8577791;2784669;0;09/05/2016;09/05/2016;C_5137;USD/THB;S;USD;419.58;35.8329;35.8475;35.8475;LIVE;TBC;TR;VAI09054;yupa;PROFWD;CONF;;;CORP;CORP;
8830951;8672393;2882091;0;09/05/2016;09/05/2016;C_105;USD/THB;S;USD;17797.15;36.1875;36.19;36.19;LIVE;RSP;OW;SJE33610;ALICIA;ADJFWD;CONF;;;CORP;CORP;
8830958;8672390;2882088;0;09/05/2016;11/05/2016;C_105;USD/THB;S;USD;10620;36.188;36.19;36.19;LIVE;RSP;OW;SJE33610;ALICIA;ADJFWD;CONF;;;CORP;CORP;
8831517;8738554;2949964;0;09/05/2016;09/05/2016;C_592;USD/THB;S;USD;13710;35.49;35.55;35.55;LIVE;PHY;LC;SPK28268;Nawarat;ADJFWD;CONF;;;CORP;CORP;
8830962;8611785;2819639;0;09/05/2016;11/05/2016;C_105;USD/THB;S;USD;30420;36.258;36.26;36.26;LIVE;RSP;OW;SJE33610;ALICIA;ADJFWD;CONF;;;CORP;CORP;
8830964;8614792;2822750;0;09/05/2016;09/05/2016;C_105;USD/THB;S;USD;419366.81;36.329;36.33;36.33;LIVE;SMP;OW;SJE33610;ALICIA;ADJFWD;CONF;;;CORP;CORP;
8832298;8802652;3015648;0;09/05/2016;09/05/2016;C_5695;EUR/THB;S;EUR;125909.95;39.668;40.4;40.4;LIVE;FRC;OW;VAI09054;uruchana;PROFWD;CONF;;;CORP;CORP;
8832307;8821208;3034675;0;09/05/2016;09/05/2016;C_5695;EUR/THB;S;EUR;92382.05;39.7611;40.56;40.56;LIVE;FRC;OW;VAI09054;uruchana;PROFWD;CONF;;;CORP;CORP;
8832436;8798136;3011015;0;09/05/2016;09/05/2016;C_112;USD/THB;S;USD;20549;35.0137;35.1255;35.1255;LIVE;FRC;OW;VAI09054;kitima;PROFWD;CONF;;;CORP;CORP;
8832443;8798136;3011015;0;09/05/2016;09/05/2016;C_112;USD/THB;S;USD;9897.82;35.0137;35.1255;35.1255;LIVE;FRC;OW;VAI09054;kitima;PROFWD;CONF;;;CORP;CORP;
8832467;8824429;3037972;0;09/05/2016;09/05/2016;C_1483;USD/THB;S;USD;746531.35;34.88;35;35;LIVE;FRC;OW;VAI09054;YUPA;PROFWD;CONF;;;CORP;CORP;
8832274;8661051;2870323;0;09/05/2016;09/05/2016;C_7183;USD/THB;S;USD;179634;36.3766;36.3866;36.3866;LIVE;FRC;OW;NJK30319;tai;ADJFWD;CONF;;;CORP;CORP;
8832072;8699457;2910059;0;09/05/2016;09/05/2016;C_15278;USD/THB;S;USD;45750;35.464;35.6;35.6;LIVE;ASK;TR;CJT08153;supamas;PROFWD;CONF;;;CORP;CORP;
8832085;8699457;2910059;0;09/05/2016;09/05/2016;C_15278;USD/THB;S;USD;83.17;35.464;35.6;35.6;LIVE;ASK;TR;CJT08153;supamas;PROFWD;CONF;;;CORP;CORP;
8829886;8821429;3034896;0;09/05/2016;09/05/2016;C_1535;USD/THB;S;USD;10771.2;34.9838;35.12;35.12;LIVE;FRC;OW;CJT08153;somruedee;PROFWD;CONF;;;CORP;CORP;
8831755;8696130;2906583;0;09/05/2016;09/05/2016;C_13120;USD/THB;S;USD;30662.5;35.6933;35.7;35.7;LIVE;PHY;TR;CJT08153;nutlada;PROFWD;CONF;;;CORP;CORP;
8831766;8668930;2878522;0;09/05/2016;09/05/2016;C_1097;USD/THB;S;USD;63960;36.0905;36.16;36.16;LIVE;PHY;LC;CJT08153;niparat;PROFWD;CONF;;;CORP;CORP;
8831311;8571701;2778412;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;26105.24;35.9735;35.99;35.99;LIVE;PHY;TR;CJT08153;nutlada;PROFWD;CONF;;;CORP;CORP;
8831335;8571701;2778412;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;62200;35.9735;35.99;35.99;LIVE;PHY;TR;CJT08153;nutlada;PROFWD;CONF;;;CORP;CORP;
8831342;8571701;2778412;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;21630;35.9735;35.99;35.99;LIVE;PHY;TR;CJT08153;nutlada;PROFWD;CONF;;;CORP;CORP;
8831356;8571701;2778412;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;37864;35.9735;35.99;35.99;LIVE;PHY;TR;CJT08153;nutlada;PROFWD;CONF;;;CORP;CORP;
8831380;8571701;2778412;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;21978;35.9735;35.99;35.99;LIVE;PHY;TR;CJT08153;nutlada;PROFWD;CONF;;;CORP;CORP;
8831395;8571701;2778412;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;30149;35.9735;35.99;35.99;LIVE;PHY;TR;CJT08153;nutlada;PROFWD;CONF;;;CORP;CORP;
8831410;8571701;2778412;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;55506.76;35.9735;35.99;35.99;LIVE;PHY;TR;CJT08153;nutlada;PROFWD;CONF;;;CORP;CORP;
8831468;8613027;2820924;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;41037.24;36.353;36.4;36.4;LIVE;PHY;TR;CJT08153;nutlada;PROFWD;CONF;;;CORP;CORP;
8831484;8613027;2820924;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;13494;36.353;36.4;36.4;LIVE;PHY;TR;CJT08153;nutlada;PROFWD;CONF;;;CORP;CORP;
8831492;8613027;2820924;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;32106;36.353;36.4;36.4;LIVE;PHY;TR;CJT08153;nutlada;PROFWD;CONF;;;CORP;CORP;
8831495;8613027;2820924;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;3883.69;36.353;36.4;36.4;LIVE;PHY;TR;CJT08153;nutlada;PROFWD;CONF;;;CORP;CORP;
8831502;8613027;2820924;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;7361.86;36.353;36.4;36.4;LIVE;PHY;TR;CJT08153;nutlada;PROFWD;CONF;;;CORP;CORP;
8831538;8664047;2873404;0;09/05/2016;09/05/2016;C_1166;USD/THB;S;USD;18907.98;36.3247;36.38;36.38;LIVE;KSM;TR;CJT08153;niparat;PROFWD;CONF;;;CORP;CORP;
8831612;8571701;2778412;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;44567;35.9735;35.99;35.99;LIVE;PHY;TR;CJT08153;nutlada;PROFWD;CONF;;;CORP;CORP;
8830134;8679173;2889085;0;09/05/2016;09/05/2016;C_14714;USD/THB;S;USD;29123.93;35.8299;35.9;35.9;LIVE;SMK;TR;VAI09054;saaksorn;PROFWD;CONF;;;CORP;CORP;
8831062;8797791;3010668;0;09/05/2016;09/05/2016;C_7401;USD/THB;S;USD;21520.06;35.0753;35.17;35.17;LIVE;PHY;TR;VAI09054;nutlada;PROFWD;CONF;;;CORP;CORP;
8831067;8797791;3010668;0;09/05/2016;09/05/2016;C_7401;USD/THB;S;USD;147.63;35.0753;35.17;35.17;LIVE;PHY;TR;VAI09054;nutlada;PROFWD;CONF;;;CORP;CORP;
8831188;8757092;2969066;0;09/05/2016;09/05/2016;C_4235;USD/THB;S;USD;3240;35.05;35.22;35.22;LIVE;FRC;OW;VAI09054;nittaya;PROFWD;CONF;;;CORP;CORP;
8831199;8571669;2778380;0;09/05/2016;09/05/2016;C_6913;USD/THB;S;USD;50000;35.8468;35.86;35.86;LIVE;PHY;TR;VAI09054;nutlada;PROFWD;CONF;;;CORP;CORP;
8831207;8570648;2777330;0;09/05/2016;09/05/2016;C_6913;USD/THB;S;USD;50000;35.9477;35.96;35.96;LIVE;PHY;TR;VAI09054;nutlada;PROFWD;CONF;;;CORP;CORP;
8831215;8570654;2777336;0;09/05/2016;09/05/2016;C_6913;USD/THB;S;USD;19000;35.9677;35.98;35.98;LIVE;PHY;TR;VAI09054;nutlada;PROFWD;CONF;;;CORP;CORP;
8831268;8551062;2757131;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;64274;36.1564;36.16;36.16;LIVE;PHY;TR;VAI09054;nutlada;PROFWD;CONF;;;CORP;CORP;
8831298;8551062;2757131;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;39195;36.1564;36.16;36.16;LIVE;PHY;TR;VAI09054;nutlada;PROFWD;CONF;;;CORP;CORP;
8831306;8551062;2757131;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;28153;36.1564;36.16;36.16;LIVE;PHY;TR;VAI09054;nutlada;PROFWD;CONF;;;CORP;CORP;
8831318;8551062;2757131;0;09/05/2016;09/05/2016;C_5074;USD/THB;S;USD;10970.76;36.1564;36.16;36.16;LIVE;PHY;TR;VAI09054;nutlada;PROFWD;CONF;;;CORP;CORP;
8830182;8679173;2889085;0;09/05/2016;09/05/2016;C_14714;USD/THB;S;USD;47586.17;35.8299;35.9;35.9;LIVE;SMK;TR;CJT08153;saaksorn;PROFWD;CONF;;;CORP;CORP;
8830185;8734306;2945655;0;09/05/2016;09/05/2016;C_14714;USD/THB;S;USD;37377.87;35.4497;35.55;35.55;LIVE;SMK;TR;CJT08153;saaksorn;PROFWD;CONF;;;CORP;CORP;
8831800;8662725;2872036;0;09/05/2016;09/05/2016;C_1097;USD/THB;S;USD;35110;36.3923;36.46;36.46;LIVE;PHY;LC;VAI09054;niparat;PROFWD;CONF;;;CORP;CORP;
8830351;8572934;2779676;0;09/05/2016;09/05/2016;C_15285;USD/THB;S;USD;15454.24;36.0994;36.12;36.12;LIVE;FRC;OW;CJT08153;kinnaree;PROFWD;CONF;;;CORP;CORP;
8830356;8636316;2844796;0;09/05/2016;09/05/2016;C_15285;USD/THB;S;USD;4045.76;36.389;36.47;36.47;LIVE;CHN;OW;CJT08153;kinnaree;PROFWD;CONF;;;CORP;CORP;
8832578;8666767;2876231;0;09/05/2016;09/05/2016;C_13981;USD/THB;S;USD;51625;36.1957;36.26;36.26;LIVE;RSP;TR;CJT08153;yupa;PROFWD;CONF;;;CORP;CORP;
8832701;8797211;3010079;0;09/05/2016;09/05/2016;C_11402;USD/THB;S;USD;6204.23;35.126;35.35;35.35;LIVE;RSP;TR;CJT08153;yupa;PROFWD;CONF;;;CORP;CORP;
8832652;8666767;2876231;0;09/05/2016;09/05/2016;C_13981;USD/THB;S;USD;10560;36.1957;36.26;36.26;LIVE;RSP;TR;CJT08153;yupa;PROFWD;CONF;;;CORP;CORP;
8832668;8797264;3010135;0;09/05/2016;09/05/2016;C_13171;USD/THB;S;USD;16801.27;35.1175;35.26;35.26;LIVE;PKT;TR;CJT08153;thanvarat;PROFWD;CONF;;;CORP;CORP;
8831504;8650995;2860006;0;09/05/2016;09/05/2016;C_1166;USD/THB;S;USD;2933.28;36.3349;36.39;36.39;LIVE;KSM;TR;VAI09054;niparat;PROFWD;CONF;;;CORP;CORP;
8831509;8661759;2871056;0;09/05/2016;09/05/2016;C_1166;USD/THB;S;USD;100000;36.3464;36.4025;36.4025;LIVE;KSM;TR;VAI09054;niparat;PROFWD;CONF;;;CORP;CORP;
8831650;8717324;2928305;0;09/05/2016;09/05/2016;C_14557;EUR/THB;S;EUR;14687;39.6685;39.92;39.92;LIVE;PHY;BC;VAI09054;niparat;PROFWD;CONF;;;CORP;CORP;
8831665;8754791;2966702;0;09/05/2016;09/05/2016;C_14557;EUR/THB;S;EUR;53;39.4172;39.74;39.74;LIVE;PHY;BC;VAI09054;niparat;PROFWD;CONF;;;CORP;CORP;
8832677;8726062;2937217;0;09/05/2016;09/05/2016;C_11402;USD/THB;S;USD;17694.37;35.7896;35.95;35.95;LIVE;RSP;TR;VAI09054;yupa;PROFWD;CONF;;;CORP;CORP;
8831005;8740879;2952364;0;09/05/2016;09/05/2016;C_3433;USD/THB;S;USD;37844.61;35.351;35.46;35.46;LIVE;SIL;TR;CJT08153;rattana;PROFWD;CONF;;;CORP;CORP;
8831013;8743896;2955460;0;09/05/2016;09/05/2016;C_3433;USD/THB;S;USD;26155.39;35.2478;35.36;35.36;LIVE;SIL;TR;CJT08153;rattana;PROFWD;CONF;;;CORP;CORP;
8831029;8587687;2794868;0;09/05/2016;09/05/2016;C_1272;USD/THB;S;USD;36586.34;35.9968;36.02;36.02;LIVE;ASK;TR;CJT08153;pattarin;PROFWD;CONF;;;CORP;CORP;
8831044;8622192;2830384;0;09/05/2016;09/05/2016;C_1272;USD/THB;S;USD;10704.08;36.1782;36.22;36.22;LIVE;ASK;TR;CJT08153;pattarin;PROFWD;CONF;;;CORP;CORP;
8831057;8790560;3003232;0;09/05/2016;09/05/2016;C_6583;EUR/THB;S;EUR;13511.18;40.1275;40.46;40.46;LIVE;PHY;TR;CJT08153;niparat;PROFWD;CONF;;;CORP;CORP;
8831064;8790560;3003232;0;09/05/2016;09/05/2016;C_6583;EUR/THB;S;EUR;2433.82;40.1275;40.46;40.46;LIVE;PHY;TR;CJT08153;niparat;PROFWD;CONF;;;CORP;CORP;
8830560;8690832;2901143;0;09/05/2016;09/05/2016;C_1506;USD/THB;S;USD;1272.19;35.664;35.76;35.76;LIVE;ASK;TR;VAI09054;sarinlak;PROFWD;CONF;;;CORP;CORP;
8830572;8602143;2809686;0;09/05/2016;09/05/2016;C_100;USD/THB;S;USD;249239.6;36.1338;36.165;36.165;LIVE;SIL;TR;VAI09054;pattarin;PROFWD;CONF;;;CORP;CORP;
8829874;8714255;2925160;0;09/05/2016;09/05/2016;C_3321;USD/THB;S;USD;22740;35.821;35.91;35.91;LIVE;FRC;OW;CJT08153;chutima;PROFWD;CONF;;;CORP;CORP;
8831178;8678838;2888743;0;09/05/2016;09/05/2016;C_3512;USD/THB;S;USD;29750;35.9099;35.98;35.98;LIVE;SMK;TR;CJT08153;anintita;PROFWD;CONF;;;CORP;CORP;
8831186;8678838;2888743;0;09/05/2016;09/05/2016;C_3512;USD/THB;S;USD;17.7;35.9099;35.98;35.98;LIVE;SMK;TR;CJT08153;anintita;PROFWD;CONF;;;CORP;CORP;
8831190;8678838;2888743;0;09/05/2016;09/05/2016;C_3512;USD/THB;S;USD;29750;35.9099;35.98;35.98;LIVE;SMK;TR;CJT08153;anintita;PROFWD;CONF;;;CORP;CORP;
8831197;8678838;2888743;0;09/05/2016;09/05/2016;C_3512;USD/THB;S;USD;21.5;35.9099;35.98;35.98;LIVE;SMK;TR;CJT08153;anintita;PROFWD;CONF;;;CORP;CORP;
8831253;8678838;2888743;0;09/05/2016;09/05/2016;C_3512;USD/THB;S;USD;44200;35.9099;35.98;35.98;LIVE;SMK;TR;CJT08153;anintita;PROFWD;CONF;;;CORP;CORP;
8831265;8678838;2888743;0;09/05/2016;09/05/2016;C_3512;USD/THB;S;USD;9.39;35.9099;35.98;35.98;LIVE;SMK;TR;CJT08153;anintita;PROFWD;CONF;;;CORP;CORP;
8831273;8678838;2888743;0;09/05/2016;09/05/2016;C_3512;USD/THB;S;USD;44720;35.9099;35.98;35.98;LIVE;SMK;TR;CJT08153;anintita;PROFWD;CONF;;;CORP;CORP;
8831288;8678838;2888743;0;09/05/2016;09/05/2016;C_3512;USD/THB;S;USD;9.5;35.9099;35.98;35.98;LIVE;SMK;TR;CJT08153;anintita;PROFWD;CONF;;;CORP;CORP;
8831632;8699263;2909838;0;09/05/2016;11/05/2016;C_781;USD/THB;S;USD;565763.45;35.3477;35.425;35.425;LIVE;CHB;LC;PWM10139;pat;PROFWD;CONF;;;CORP;CORP;
8831671;8695298;2905737;0;09/05/2016;11/05/2016;C_781;USD/THB;S;USD;777935.31;35.5142;35.59;35.59;LIVE;CHB;LC;PWM10139;pattida;PROFWD;CONF;;;CORP;CORP;
8831753;8689738;2900017;0;09/05/2016;11/05/2016;C_3299;USD/THB;S;USD;320972.25;35.6766;35.75;35.75;LIVE;CHB;LC;PWM10139;khun pat;PROFWD;CONF;;;CORP;CORP;
8831663;8571526;2778231;0;09/05/2016;09/05/2016;C_721;USD/THB;S;USD;33848;35.936;35.95;35.95;LIVE;ASK;TR;CJT08153;rattana;PROFWD;CONF;;;CORP;CORP;
8831452;8643497;2852210;0;09/05/2016;09/05/2016;C_3471;USD/THB;S;USD;12600;36.4373;36.49;36.49;LIVE;PHY;TR;CJT08153;pattarin;PROFWD;CONF;;;CORP;CORP;
8831655;8743896;2955460;0;09/05/2016;09/05/2016;C_3433;USD/THB;S;USD;36160;35.2478;35.36;35.36;LIVE;SIL;LC;CJT08153;rattana;PROFWD;CONF;;;CORP;CORP;
8830106;8683271;2893360;0;09/05/2016;09/05/2016;C_13584;USD/THB;S;USD;41097.87;35.6738;35.74;35.74;LIVE;FRC;OW;VAI09054;katnoparat;PROFWD;CONF;;;CORP;CORP;
8830120;8689422;2899683;0;09/05/2016;09/05/2016;C_13584;USD/THB;S;USD;32799.05;35.67;35.74;35.74;LIVE;FRC;OW;VAI09054;katnoparat;PROFWD;CONF;;;CORP;CORP;
8831048;8792881;3005605;0;09/05/2016;09/05/2016;C_6583;USD/THB;S;USD;8502.83;35.0977;35.2;35.2;LIVE;PHY;TR;VAI09054;niparat;PROFWD;CONF;;;CORP;CORP;
8831054;8791989;3004684;0;09/05/2016;09/05/2016;C_6583;EUR/THB;S;EUR;3266.18;40.1275;40.46;40.46;LIVE;PHY;TR;VAI09054;niparat;PROFWD;CONF;;;CORP;CORP;
8829957;8670320;2879974;0;09/05/2016;09/05/2016;C_13584;USD/THB;S;USD;3120;35.9792;36.04;36.04;LIVE;FRC;OW;VAI09054;kainoparat;PROFWD;CONF;;;CORP;CORP;
8831209;8706088;2916836;0;09/05/2016;09/05/2016;C_15299;USD/THB;S;USD;79509.22;35.7712;35.86;35.86;LIVE;FRC;OW;VAI09054;katnoparat;PROFWD;CONF;;;CORP;CORP;
8831223;8678838;2888743;0;09/05/2016;09/05/2016;C_3512;USD/THB;S;USD;29750;35.9099;35.98;35.98;LIVE;SMK;TR;VAI09054;aninitita;PROFWD;CONF;;;CORP;CORP;
8831231;8678838;2888743;0;09/05/2016;09/05/2016;C_3512;USD/THB;S;USD;39.19;35.9099;35.98;35.98;LIVE;SMK;TR;VAI09054;aninitita;PROFWD;CONF;;;CORP;CORP;
8831251;8611124;2818940;0;09/05/2016;09/05/2016;C_15299;USD/THB;S;USD;490.78;36.2291;36.27;36.27;LIVE;FRC;OW;VAI09054;katnoparat;PROFWD;CONF;;;CORP;CORP;
